kappa,rAB,rBC
1.600150e+04,8.383072e-13,2.063057e-04
5.865001e+04,9.664753e-12,5.050933e-04
8.456567e+09,8.740064e-08,9.997805e-01
6.404358e+11,4.605684e-06,1.000002e+00
1.253624e+01,2.682718e-15,2.664207e-10
4.924560e+03,5.696624e-14,4.375089e-05
1.483593e+02,3.838990e-14,6.170048e-08
9.736788e+01,1.048232e-14,2.759246e-08
9.031231e+01,6.438007e-16,2.096100e-08
1.753755e+06,2.882966e-10,9.525106e-01
5.357862e+04,1.658991e-12,7.995791e-04
6.284708e+10,1.259317e-06,9.999667e-01
4.687253e+01,1.020836e-15,6.948896e-10
1.036838e+06,3.085378e-11,6.952728e+00
4.805633e+10,3.210940e-09,1.000002e+00
1.478923e+06,5.858864e-10,6.425517e-01
3.644611e+09,1.208170e-08,1.000484e+00
1.984574e+02,1.841615e-14,6.453271e-08
7.388139e+02,8.100069e-14,1.103979e-06
5.096192e+02,3.408378e-14,5.131738e-07
3.012032e+05,1.664569e-11,2.492901e+00
9.391212e+02,2.030235e-13,1.099495e-05
6.196625e+06,7.747658e-11,1.070645e+00
2.763292e+03,1.575245e-14,1.470499e-05
1.654835e+07,4.396188e-10,9.302645e-01
6.098454e+06,1.338611e-09,9.957280e-01
1.621245e+01,3.243801e-15,8.059119e-10
5.850406e+10,3.680187e-06,1.000047e+00
2.036758e+01,1.611291e-15,2.878693e-10
1.413788e+05,9.422212e-12,1.360367e-02
1.449321e+04,1.907482e-12,1.001309e-03
2.691996e+04,2.194736e-12,2.042740e-04
6.126045e+09,2.135401e-16,3.161514e-01
3.802189e+02,1.272961e-14,2.545196e-07
9.231322e+10,6.855350e-06,1.000003e+00
1.974450e+11,4.208423e-16,1.000001e+00
1.135957e+05,4.065818e-12,1.095530e-02
1.841415e+07,5.618619e-10,1.167508e+00
5.103251e+11,6.472520e-05,1.000000e+00
1.519285e+10,6.174046e-07,9.999538e-01
8.311898e+03,1.195451e-13,2.599518e-05
9.950575e+05,4.238719e-11,9.172165e-01
3.065917e+06,1.731812e-10,1.158104e+00
4.629224e+03,3.135317e-13,3.716286e-05
2.193807e+02,2.381185e-15,6.908463e-08
7.211893e+10,1.225731e-05,1.000000e+00
9.431202e+09,1.811539e-08,9.999382e-01
7.116905e+02,9.710228e-15,1.016160e-06
8.142432e+07,1.473486e-10,9.940692e-01
1.706699e+06,2.443865e-11,9.247359e-01
4.631598e+04,7.565050e-12,9.439829e-03
3.113015e+02,3.475164e-14,9.289891e-08
8.219743e+02,8.255384e-15,8.518700e-06
1.377212e+06,9.488269e-11,9.235758e-01
4.010280e+03,4.828472e-13,1.863612e-05
3.865820e+02,2.029863e-14,6.744017e-07
2.170975e+06,2.980182e-11,9.660071e-01
6.745820e+10,1.486925e-05,1.000002e+00
1.969568e+11,8.665177e-07,9.999682e-01
1.266277e+10,1.179312e-07,1.000129e+00
3.234485e+03,1.912267e-14,1.315617e-05
1.719377e+04,6.422155e-12,2.192359e-03
3.059860e+06,1.482906e-10,8.830794e-01
2.246669e+07,5.861997e-10,9.942876e-01
4.437853e+06,3.120447e-10,7.396573e-01
5.634822e+03,4.187875e-13,5.691478e-05
3.004310e+03,3.282148e-13,2.570242e-05
1.419019e+06,1.218627e-10,7.390622e-01
2.961016e+12,1.848021e-03,1.000000e+00
2.303329e+06,2.195145e-10,1.266254e+00
4.416320e+05,1.367480e-11,5.253767e-01
3.094822e+02,5.694094e-15,8.757646e-09
7.073768e+05,3.924655e-11,1.196511e+00
1.176973e+03,4.171628e-14,3.701771e-07
5.010564e+05,2.578361e-11,2.332199e+00
1.063638e+11,1.642305e-06,1.000000e+00
1.341178e+04,1.703849e-12,2.456062e-04
1.110659e+09,2.843647e-09,9.979843e-01
2.248365e+05,1.080298e-11,5.406694e-03
3.189858e+02,1.215793e-14,2.235058e-09
1.032441e+06,5.802196e-11,7.994410e-01
2.107934e+04,6.045841e-13,7.522647e-04
9.320653e+10,1.007100e-05,1.000003e+00
6.674959e+05,2.784141e-11,3.419106e-01
5.972809e+04,8.642546e-13,3.459202e-03
6.050585e+11,2.158087e-05,1.000001e+00
5.764355e+06,1.311810e-10,8.480511e-01
2.170072e+03,8.140815e-14,3.037266e-05
8.118807e+02,3.231698e-14,1.108753e-06
1.401470e+07,7.893101e-10,1.081629e+00
4.906537e+03,1.094050e-12,7.641631e-05
7.204975e+09,5.952842e-07,1.564299e-02
1.018802e+05,2.879067e-12,6.174572e-04
1.587289e+07,9.454744e-11,9.399568e-01
1.161408e+05,1.355738e-11,6.653220e-02
6.036237e+04,1.009109e-12,7.270925e-03
1.409617e+03,1.868295e-14,1.701517e-08
6.417307e+10,4.767277e-07,9.999290e-01
5.818065e+02,1.674661e-13,5.721267e-07
4.349680e+07,7.788136e-10,9.916542e-01
1.265241e+04,3.852860e-13,1.234460e-04
2.811811e+03,8.650848e-14,3.509703e-07
1.032986e+03,5.514495e-15,1.045276e-06
1.310015e+06,6.728409e-11,1.289182e+00
1.051559e+02,2.622792e-15,9.576674e-09
9.188250e+03,1.150906e-12,9.431880e-05
1.153980e+10,1.089561e-09,1.000068e+00
2.622266e+04,1.962132e-13,9.561828e-04
1.404200e+08,6.171802e-08,9.881929e-01
6.058519e+05,7.149206e-11,7.654855e-01
3.352246e+08,4.517155e-08,9.995480e-01
1.024512e+11,2.453053e-06,4.581042e+00
1.030584e+03,3.849278e-14,2.174104e-07
1.179180e+03,5.123899e-14,7.301193e-09
1.827563e+04,9.570399e-12,1.300070e-03
1.471233e+03,2.579425e-14,2.413043e-06
1.453356e+09,1.367420e-07,9.997671e-01
3.538836e+05,1.489495e-12,1.978749e-01
3.788090e+03,1.537111e-13,1.794316e-06
4.145356e+01,5.849526e-16,8.614230e-10
1.125036e+01,1.006420e-15,3.618225e-10
2.192543e+07,1.758166e-10,9.657798e-01
2.999282e+12,3.792307e-03,1.000000e+00
4.462536e+01,9.553758e-16,2.721047e-09
6.044479e+01,5.744585e-15,4.727721e-09
5.834043e+04,2.687219e-12,5.094953e-03
3.795490e+07,2.963971e-10,1.004449e+00
4.373133e+02,8.414071e-16,4.030675e-07
1.306254e+10,2.235510e-06,1.000065e+00
3.708438e+08,9.022360e-18,9.981531e-01
6.563517e+04,1.325560e-11,9.674515e-03
1.253563e+03,3.829489e-14,2.166157e-06
7.767087e+06,1.064175e-09,1.076793e+00
4.413728e+09,5.039059e-07,8.513487e-01
7.215400e+02,1.686035e-14,3.934890e-06
7.019860e+03,5.619357e-13,3.011744e-05
1.099805e+04,3.648001e-13,1.819322e-03
1.328804e+04,4.303778e-13,2.719717e-04
4.048213e+02,6.804359e-15,3.051180e-07
7.358631e+03,1.697246e-14,2.981620e-04
2.135171e+02,3.883373e-14,3.797063e-08
8.406212e+02,4.779106e-14,1.685367e-06
6.029819e+01,1.380888e-15,3.054114e-09
3.728560e+09,1.059791e-06,9.999786e-01
5.562958e+02,4.474326e-14,5.762345e-07
5.382859e+10,3.396264e-08,1.000037e+00
4.747604e+05,5.242797e-12,1.261394e+00
2.248390e+06,3.154726e-10,3.314015e-01
2.438337e+05,1.201644e-11,8.380860e-05
8.610631e+09,3.548345e-07,1.000032e+00
6.680709e+10,4.226384e-06,1.000020e+00
9.048843e+05,1.898980e-11,5.159821e-01
1.535220e+12,2.961816e-05,1.000000e+00
1.862879e+03,1.871007e-14,7.087332e-06
2.247822e+06,1.307421e-09,9.441142e-01
1.183067e+07,1.553676e-09,9.679954e-01
1.891802e+11,7.122389e-07,4.999612e-01
3.913464e+04,3.158657e-12,6.011164e-03
2.527818e+05,2.198577e-12,7.933100e-01
1.822078e+03,4.261513e-14,8.535127e-07
4.148359e+03,2.390405e-13,3.182699e-05
2.122415e+04,3.400546e-12,8.646099e-04
7.706993e+10,3.813686e-07,9.999730e-01
1.750473e+02,3.837115e-14,6.921584e-08
5.872678e+06,7.001018e-10,1.012334e+00
4.129501e+10,6.399168e-06,1.000023e+00
4.473868e+04,3.895327e-12,3.538097e-03
5.424910e+05,5.545406e-11,9.126468e-01
8.752376e+03,1.281732e-14,1.528661e-04
9.991237e+09,1.444440e-06,9.999337e-01
3.468415e+05,2.742170e-12,3.439077e-01
9.443149e+11,2.115473e-05,1.000009e+00
7.506333e+03,1.562427e-12,4.119518e-04
4.483782e+04,1.176236e-11,2.812115e-03
1.050024e+10,4.607656e-08,1.000032e+00
3.581339e+03,3.036853e-13,8.485988e-08
6.374027e+05,6.227775e-11,8.299956e-01
7.818158e+04,8.931116e-13,1.270826e-02
5.121195e+09,1.474736e-05,1.000004e+00
2.560017e+09,6.578789e-07,1.000330e+00
1.338360e+02,2.227902e-15,2.953293e-08
5.503719e+01,1.382399e-14,4.303114e-09
5.175052e+04,9.849816e-13,5.217204e-03
1.088472e+03,9.455369e-14,9.434220e-08
6.177671e+02,1.689301e-13,9.608804e-09
1.670430e+03,8.130285e-14,5.259433e-06
5.003904e+08,3.149722e-09,9.999203e-01
3.470019e+01,3.730598e-15,2.138180e-09
1.709648e+05,7.972677e-13,7.058604e-03
3.214597e+12,2.904042e-04,1.000000e+00
6.664824e+03,7.164055e-14,8.420406e-05
7.568313e+11,5.938667e-06,7.585126e-01
6.946886e+09,2.274131e-07,9.999576e-01
5.841654e+02,1.364997e-14,4.936339e-07
1.766097e+04,3.226683e-12,1.813316e-03
6.123894e+07,2.743466e-10,9.849276e-01
3.477946e+02,1.838244e-14,2.176880e-07
1.150696e+07,1.308874e-09,2.444965e+01
1.402397e+02,6.945624e-15,1.585542e-07
1.145178e+05,1.133634e-11,1.539154e+00
6.664690e+01,6.099783e-15,6.388170e-09
3.607932e+07,8.195962e-09,9.324581e-01
4.059566e+02,5.857783e-15,2.946542e-07
8.976198e+00,1.574836e-15,1.617537e-10
1.427597e+10,8.623428e-07,1.000007e+00
4.513492e+06,5.806543e-11,8.201155e-01
6.826058e+03,5.301971e-13,4.436016e-04
3.753544e+12,2.819576e-05,9.999999e-01
4.748529e+04,9.191217e-14,4.034532e-03
1.143177e+02,2.532638e-15,5.706552e-10
3.166129e+01,4.831163e-15,1.472046e-09
2.242287e+02,1.127504e-14,9.463651e-09
2.141071e+02,6.591363e-15,2.671794e-09
3.153766e+01,3.987470e-15,5.675681e-09
1.479544e+05,2.931478e-11,1.049227e+00
2.134463e+03,5.558653e-14,7.394373e-07
3.200545e+09,2.417877e-07,9.999603e-01
2.301821e+06,1.702086e-11,8.451826e-01
2.786168e+04,6.669212e-12,1.557987e-03
3.090312e+02,2.535997e-14,7.695418e-08
3.306851e+04,1.061649e-12,4.076464e-04
8.336806e+04,6.613624e-12,7.445863e-05
4.068224e+04,1.736618e-12,9.039168e-07
7.890783e+04,7.341948e-12,2.002830e+00
7.808506e+01,1.035222e-15,1.256734e-09
9.363529e+04,2.682515e-12,1.832256e-02
7.169938e+04,3.007791e-11,1.398482e-02
7.851025e+01,6.506755e-15,2.526757e-09
1.032332e+05,5.722708e-12,1.390582e-04
2.573687e+04,2.234302e-12,3.117506e-04
3.747184e+05,1.752952e-11,8.950492e-04
2.794023e+05,1.366272e-11,1.697956e-02
1.703148e+04,6.628288e-13,5.686097e-04
4.581767e+02,6.280163e-14,1.146804e-06
4.612274e+02,1.115484e-13,5.324863e-07
3.116581e+10,9.331398e-08,9.998757e-01
1.661657e+09,3.822920e-07,1.000012e+00
5.025781e+03,8.697026e-14,3.255203e-06
8.647576e+02,1.432707e-13,3.103834e-07
1.268120e+10,3.669307e-07,7.949710e-01
4.341176e+02,1.238732e-15,1.996469e-07
2.517999e+05,1.540231e-11,4.085231e-03
2.288785e+10,3.849847e-07,9.999906e-01
4.685891e+04,1.880950e-12,4.368632e-03
3.857450e+03,1.276107e-14,2.781681e-05
5.717406e+02,1.146779e-13,5.925548e-07
1.301539e+02,5.673719e-15,3.820861e-08
4.034767e+01,2.327267e-15,2.443491e-09
1.807442e+04,7.380332e-12,4.581479e-03
7.035584e+03,5.275880e-14,8.721428e-05
2.326411e+02,6.352728e-15,2.090095e-08
5.150895e+05,1.129151e-12,5.904170e-01
5.883362e+06,2.471908e-10,9.489714e-01
1.755980e+07,2.950135e-10,8.711098e-01
4.823650e+04,1.337436e-12,3.537375e-03
3.395778e+07,1.711936e-10,1.050259e+00
2.704706e+03,4.405723e-14,9.472754e-08
1.071843e+11,2.908152e-06,1.177626e+00
1.799353e+04,2.973890e-13,5.922293e-04
2.282902e+01,4.546910e-16,1.000201e-09
1.348102e+10,9.103161e-07,9.999642e-01
7.617877e+03,4.554697e-13,1.129493e-04
7.088793e+04,2.550650e-12,8.699281e-03
1.382832e+04,1.874643e-12,2.715980e-04
7.340415e+01,1.817715e-15,2.833367e-08
8.276490e+02,1.859890e-13,2.291550e-06
5.520804e+05,1.640347e-11,7.191818e-04
4.676469e+02,3.714324e-15,4.466160e-07
8.469178e+04,3.610642e-12,1.447075e-02
6.503424e+07,5.102707e-10,9.819874e-01
4.732314e+02,7.202052e-14,3.965912e-07
1.141367e+09,2.436382e-07,9.999902e-01
1.060883e+02,2.692999e-14,5.636634e-09
6.083814e+05,1.331312e-11,9.206758e-01
3.668881e+04,3.175306e-12,8.185614e-04
3.421566e+06,4.085895e-10,1.176794e+00
6.807146e+04,2.308385e-12,2.497245e-03
2.371276e+10,1.200689e-08,1.000004e+00
1.249992e+06,2.076670e-10,9.023616e+00
6.611454e+04,4.115630e-12,6.946736e-02
6.478300e+07,1.074465e-09,9.923624e-01
4.169277e+03,2.534289e-13,3.425979e-05
2.109275e+05,5.916756e-12,9.233528e-02
4.586207e+04,9.341057e-13,3.507660e-02
8.280468e+11,1.364615e-06,9.999686e-01
9.807545e+05,9.272497e-11,8.755865e-01
1.966413e+06,6.373562e-11,1.012552e+00
9.146938e+09,1.263179e-07,9.999440e-01
6.562086e+05,1.270588e-11,3.683037e-02
3.406262e+03,3.411407e-14,3.747548e-05
1.346528e+12,6.067191e-06,8.350478e-01
1.345443e+05,8.206062e-12,9.585872e-03
3.471891e+09,1.555626e-08,9.977614e-01
1.583004e+02,5.083336e-15,4.932266e-08
1.223924e+03,5.645318e-15,2.741947e-06
5.002618e+02,1.351250e-13,1.640370e-06
4.406578e+01,2.109842e-15,4.428014e-09
1.844291e+05,4.011804e-12,5.261102e-02
3.867828e+02,6.513880e-15,1.759436e-07
5.177689e+06,5.209515e-10,6.085259e-01
1.497634e+03,6.738689e-14,9.918465e-07
1.958421e+02,1.397883e-14,2.750678e-08
2.904251e+02,2.213122e-14,6.170164e-08
1.613793e+02,5.259480e-15,5.839873e-08
5.395590e+03,4.535838e-13,4.325289e-04
1.796252e+06,4.707275e-11,1.840898e+00
3.831041e+03,1.150421e-13,1.836504e-06
4.717405e+06,3.219420e-10,9.184028e-01
1.049829e+01,1.091377e-15,8.426694e-11
7.958684e+01,4.669620e-15,9.021562e-09
2.495730e+10,4.225647e-07,9.999733e-01
4.486443e+03,1.656421e-14,3.867523e-05
5.420868e+07,1.314939e-09,9.984783e-01
1.667896e+12,1.288579e-05,1.402653e+00
2.740759e+13,2.301655e-03,1.000000e+00
3.861258e+02,7.099049e-14,7.289495e-07
8.139925e+02,9.000063e-15,1.206397e-06
3.217533e+11,3.458743e-08,1.000000e+00
1.549025e+02,1.602436e-15,1.647972e-09
1.433032e+03,1.260007e-14,2.710638e-06
1.664507e+02,2.070035e-14,2.415633e-07
3.322718e+06,4.001875e-11,9.512131e-01
4.865691e+03,1.052498e-12,7.262392e-05
2.842499e+05,1.170577e-11,6.308578e-01
2.946335e+02,2.847480e-14,1.807176e-07
1.842564e+09,5.649422e-07,9.998979e-01
4.617582e+03,1.391576e-13,5.019236e-06
2.149891e+02,1.899540e-14,9.062295e-08
1.107537e+07,1.222397e-10,1.138155e+00
7.154621e+03,3.578846e-13,9.126645e-06
5.021626e+03,5.016105e-13,1.711291e-04
6.186450e+03,1.551760e-13,1.422758e-05
1.416775e+12,1.710415e-04,1.000000e+00
8.977170e+03,5.101307e-14,1.571317e-04
5.266106e+00,1.200677e-15,6.687424e-10
1.574801e+04,3.117033e-13,3.877301e-04
2.544811e+04,1.579574e-11,4.176346e-03
4.169608e+03,6.290882e-13,1.162235e-06
3.325176e+05,4.047587e-11,5.917131e+00
6.880323e+03,9.145065e-14,1.776135e-05
3.584995e+04,7.341522e-13,2.573572e-03
5.486850e+02,8.095572e-14,2.146349e-07
8.396891e+10,1.344137e-06,9.999672e-01
4.985953e+04,2.009704e-12,3.843949e-03
8.033898e+05,3.283764e-11,6.008339e-01
2.244821e+05,2.315188e-11,5.230270e-01
3.199356e+10,4.143965e-06,1.000100e+00
2.986566e+07,6.712470e-10,8.698035e-01
2.842981e+05,2.100265e-11,1.282023e-01
7.524387e+02,2.973574e-15,1.110002e-06
2.972009e+07,5.017155e-11,6.130550e-01
2.554008e+08,1.950243e-08,9.990455e-01
3.216628e+04,3.803286e-12,5.018144e-03
1.644026e+04,3.351390e-12,3.944983e-04
7.664962e+00,5.517967e-16,4.943822e-11
1.110367e+06,3.403561e-11,1.143668e+00
2.573985e+03,2.075861e-13,3.279886e-07
2.234218e+04,9.216587e-14,7.570724e-04
7.014648e+04,4.173647e-12,2.714148e-02
2.262356e+02,2.237436e-14,3.636981e-09
5.716644e+05,7.099289e-11,1.450635e+00
8.972044e+05,4.492769e-11,2.623771e+00
1.530692e+11,2.592191e-05,1.000000e+00
1.162892e+05,2.517405e-12,1.334625e-02
8.845711e+04,2.014687e-11,9.127172e-03
1.570425e+05,1.218485e-12,5.609722e-02
1.451874e+10,1.972905e-06,1.000046e+00
1.258471e+10,4.768472e-07,1.000508e+00
7.678629e+00,1.094445e-15,7.012830e-11
1.914746e+05,2.424071e-12,3.373375e-02
4.305829e+05,2.306999e-11,5.881753e-01
6.974313e+06,2.153744e-10,3.051851e+01
4.972114e+03,1.790194e-13,1.567652e-04
8.797775e+05,1.962853e-11,9.131474e+00
1.974084e+05,6.570612e-12,8.302587e-02
8.430896e+02,7.513221e-14,1.305956e-06
1.744641e+06,9.271223e-11,2.732363e+00
1.500929e+06,2.081615e-10,6.470828e-01
1.077341e+03,4.398722e-14,2.065965e-08
7.384570e+09,6.995527e-07,9.999615e-01
4.248305e+03,3.610453e-13,1.104402e-04
3.148481e+02,4.708167e-15,8.873558e-08
2.928654e+03,3.043458e-13,4.646756e-06
3.927394e+03,4.676925e-13,2.782927e-05
8.107352e+03,1.584486e-13,1.071150e-04
1.022158e+05,2.537657e-12,2.423845e-02
2.230366e+06,9.608257e-10,1.010519e+00
1.435522e+01,2.819541e-15,6.928892e-10
3.512462e+07,7.681886e-10,1.406218e+00
1.824783e+10,2.067506e-06,1.000099e+00
5.522621e+10,7.663188e-06,1.000001e+00
1.871649e+10,1.018072e-06,9.999712e-01
3.119375e+03,4.333828e-14,2.334439e-06
1.039176e+11,5.419394e-06,1.000004e+00
9.294440e+11,3.856581e-06,6.688292e-01
1.553163e+04,2.098078e-12,2.881404e-06
1.925195e+04,6.182187e-13,5.734346e-04
4.575079e+03,2.213965e-12,1.280651e-04
2.205208e+03,7.838534e-14,6.795149e-06
1.126759e+03,1.509954e-13,6.004001e-07
1.129559e+11,1.349956e-07,1.000083e+00
4.244732e+03,1.471848e-13,1.565798e-05
2.681296e+02,1.717616e-15,9.356505e-08
3.483191e+06,4.075562e-10,5.734294e-01
5.388810e+07,3.101029e-10,9.896465e-01
1.020807e+05,2.527013e-12,2.244136e-02
5.961803e+06,1.096515e-10,9.545939e-01
7.378903e+03,7.061425e-13,1.180140e-06
3.929043e+04,7.357674e-12,5.366064e-03
1.480728e+11,6.048299e-06,1.184713e+00
6.002747e+01,4.463625e-15,1.801380e-09
8.209887e+10,2.551163e-07,1.000001e+00
1.106707e+04,2.738472e-12,3.562839e-04
2.431314e+10,1.920880e-07,1.000008e+00
7.502132e+06,8.704144e-11,9.291022e-01
1.078640e+11,9.915553e-07,1.000061e+00
1.060474e+04,1.267383e-12,1.967004e-04
5.551521e+02,1.844028e-13,4.063149e-07
2.262034e+02,3.946027e-14,2.355640e-07
1.552724e+02,2.452654e-15,3.075418e-08
1.210601e+10,2.312658e-06,9.999836e-01
2.143084e+04,7.341094e-13,9.793314e-04
1.518173e+07,1.070430e-10,1.098190e+00
9.582016e+04,2.920143e-12,1.578439e-04
1.606707e+05,9.017786e-12,5.137151e-02
4.650713e+07,5.645321e-10,9.959975e-01
6.175476e+01,6.419804e-15,1.224760e-08
3.466890e+02,5.591675e-15,9.423118e-08
1.638980e+11,4.908037e-07,1.000001e+00
4.941910e+01,5.720745e-15,3.525958e-09
4.996975e+10,6.943157e-07,7.532539e+00
1.155003e+07,1.799287e-10,8.838417e-01
9.575244e+02,8.925438e-15,1.001811e-06
1.716714e+11,2.257115e-06,1.000004e+00
6.734611e+06,1.676477e-10,9.006249e-01
9.948534e+04,7.394087e-12,2.113864e-02
1.548141e+04,9.503105e-13,3.264379e-03
1.276857e+11,6.581465e-09,1.000000e+00
2.587224e+06,1.072844e-09,7.061052e-01
4.203050e+01,4.168541e-15,1.056306e-09
1.530194e+02,1.851143e-14,3.414936e-09
5.090327e+07,3.004555e-10,9.864296e-01
7.246825e+02,2.010433e-14,4.030502e-07
7.830963e+03,1.602949e-13,1.232519e-04
4.947044e+05,3.814336e-11,3.007740e-01
6.718179e+01,3.587739e-15,6.530436e-10
3.700495e+10,5.029233e-06,1.000205e+00
4.980995e+06,2.109047e-10,9.020835e-01
3.950986e+06,1.474711e-11,5.511459e+00
8.662590e+04,5.371570e-12,1.269945e-02
7.731997e+05,9.430517e-11,2.789916e+00
7.110715e+03,2.691054e-13,4.723314e-05
3.157258e+05,2.748519e-11,2.780152e-01
8.262113e+07,1.087740e-09,9.938201e-01
8.240995e+04,5.338302e-12,5.325163e-05
3.687652e+11,1.229563e-05,1.110690e+00
1.302870e+10,1.431879e-06,1.294208e-01
5.769736e+02,4.783427e-14,6.818717e-07
2.057015e+05,1.963026e-11,7.802198e-04
1.566464e+01,2.940944e-16,3.000270e-09
2.813300e+03,1.596101e-13,1.537856e-05
1.928658e+07,4.075532e-10,9.855208e-01
2.789352e+02,2.081279e-14,2.684797e-09
4.024727e+13,4.750200e-03,1.000000e+00
6.772303e+03,1.878763e-13,1.360713e-04
3.599744e+05,1.579248e-11,1.966273e+00
2.732263e+02,1.789401e-14,1.589107e-08
4.093313e+02,4.701114e-15,1.384736e-07
2.064231e+02,5.533606e-14,2.788314e-08
1.379892e+10,6.209029e-07,9.999711e-01
4.201273e+02,2.461897e-14,3.258515e-07
8.479667e+05,6.533404e-12,6.667410e+00
4.794946e+02,5.795171e-14,2.274579e-07
1.054342e+11,1.772824e-16,9.999856e-01
7.020783e+02,6.152646e-14,7.796641e-08
9.428985e+10,1.949611e-07,1.000029e+00
2.793591e+09,9.989464e-08,9.998115e-01
3.233415e+09,2.839258e-09,9.998108e-01
9.554398e+06,2.033464e-09,1.264391e+00
1.570300e+03,1.961576e-14,1.258170e-07
1.713039e+02,1.109870e-14,1.377509e-07
2.529556e+02,1.462832e-15,8.737555e-08
1.662865e+05,7.025420e-12,6.394431e-02
1.154724e+04,4.486778e-13,6.458277e-04
9.665627e+02,3.260781e-14,1.950061e-06
3.219432e+07,6.925364e-10,9.780150e-01
2.316244e+06,2.874936e-10,1.076263e+00
1.910799e+01,4.220957e-15,1.804624e-09
1.970799e+04,4.878942e-13,1.463007e-03
2.117458e+05,5.144688e-12,1.159957e-01
4.928217e+06,4.380864e-10,9.634572e-01
3.100912e+03,2.249323e-14,2.263704e-06
1.210585e+11,3.304360e-07,7.203267e-01
1.065028e+04,5.640501e-13,1.565128e-04
3.896143e+03,1.255623e-12,2.441666e-05
9.704293e+00,2.047428e-16,6.258510e-10
2.026112e+05,1.900487e-11,2.343508e-01
1.699438e+10,4.614328e-07,1.000074e+00
2.343551e+10,2.526594e-06,1.000011e+00
1.301364e+04,1.532990e-12,3.146705e-04
3.248708e+02,2.686268e-14,2.427096e-07
1.270053e+03,8.821040e-15,2.628121e-06
2.287972e+03,7.683273e-14,8.565936e-07
1.042170e+08,2.410791e-09,9.915383e-01
4.676768e+05,3.999808e-11,6.482869e-01
2.330717e+04,1.219738e-12,1.051483e-03
1.512598e+04,4.511765e-13,4.529265e-04
8.104954e+04,3.419622e-13,1.338729e-02
6.117733e+04,4.312079e-12,7.677858e-03
4.816175e+10,3.094755e-07,9.999533e-01
4.642304e+02,1.895550e-13,1.169537e-06
7.773767e+03,3.378164e-13,7.702114e-05
1.687510e+03,1.094207e-13,8.849841e-06
3.049047e+10,2.196076e-06,1.000087e+00
3.052769e+10,2.715575e-06,9.999673e-01
8.800427e+05,3.421833e-11,4.972860e-01
2.345433e+04,2.105974e-12,5.086286e-04
6.676177e+03,1.592046e-13,7.095687e-06
8.442740e+10,1.089666e-05,1.000001e+00
1.913357e+08,4.340810e-09,9.909133e-01
2.650502e+03,2.519222e-13,4.715593e-05
2.307705e+02,2.301938e-14,1.748049e-07
7.313741e+06,5.488331e-10,9.363530e-01
1.107941e+02,1.116813e-14,2.142830e-08
1.484064e+05,1.808212e-11,1.599004e-02
7.936029e+04,1.021987e-11,2.090481e-03
2.285376e+03,3.475079e-13,1.018838e-05
2.081692e+05,2.136766e-12,4.777829e-02
2.750336e+06,3.547965e-10,9.612909e-01
1.646497e+07,3.912732e-10,9.804730e-01
1.075989e+08,2.144485e-09,9.961591e-01
2.903634e+05,6.977206e-12,5.452704e-02
6.110991e+03,3.276121e-13,7.214016e-05
2.974333e+07,2.593763e-10,9.913048e-01
2.173680e+04,1.539810e-12,8.992241e-04
9.828200e+09,5.617672e-06,9.999892e-01
2.518758e+09,5.729737e-08,9.999762e-01
6.346609e+10,6.926369e-06,1.000001e+00
6.705619e+05,8.123623e-11,9.886080e-01
9.365664e+04,3.420593e-12,1.046510e-02
3.450313e+02,3.445722e-14,2.652603e-07
1.697633e+09,2.544219e-08,1.000103e+00
5.337327e+04,2.192557e-11,3.703680e-02
4.431532e+01,5.783523e-15,5.059430e-09
2.207051e+04,9.427885e-13,8.084192e-03
1.147328e+03,9.276973e-15,2.675916e-06
6.406131e+03,6.096136e-14,8.151591e-05
5.890063e+09,6.089918e-08,9.999444e-01
7.138633e+02,4.259316e-14,1.185728e-07
7.490667e+03,1.057406e-12,1.119415e-04
3.842123e+07,4.834367e-10,1.002146e+00
2.810071e+06,2.243694e-10,8.614849e-01
8.392157e+06,3.815501e-10,1.021694e+00
2.158053e+05,1.361423e-12,1.240626e-01
5.706942e+01,6.971400e-15,2.693140e-09
1.776997e+12,6.528966e-07,7.712939e-01
8.494283e+10,7.693432e-06,3.071603e+00
2.794942e+05,2.199246e-11,3.437136e-01
1.172226e+03,2.883390e-14,3.521816e-07
2.346310e+06,1.194809e-10,5.621660e-01
1.019497e+05,2.769800e-11,3.837632e-01
1.833204e+02,5.601974e-15,3.333545e-08
2.814425e+11,1.346490e-05,1.000002e+00
1.439782e+06,2.055376e-10,2.976190e+03
3.352548e+04,1.386435e-12,4.264321e-04
1.429560e+05,8.716137e-13,4.205482e-01
8.548071e+01,5.807585e-15,1.301047e-08
2.247273e+06,9.547222e-11,9.899162e-01
1.349594e+06,1.189425e-10,1.017482e+00
3.245364e+05,2.555607e-11,1.956498e-01
1.305004e+11,4.267989e-06,1.000002e+00
7.216872e+03,6.082069e-13,5.495268e-05
2.075206e+05,1.209661e-11,1.039054e-01
1.783157e+04,4.832423e-13,5.521139e-04
2.350120e+12,2.570474e-05,1.000001e+00
2.621383e+06,2.043597e-10,8.731437e-01
1.903260e+10,1.423845e-06,9.999654e-01
1.738593e+01,3.094595e-15,8.916850e-10
3.769068e+04,1.534653e-11,1.710352e-02
2.485115e+06,9.445770e-10,9.086171e-01
4.154464e+07,3.403036e-09,9.889696e-01
6.615696e+11,1.353643e-06,1.000000e+00
